GRMZM5G811749	Zm00001ca000001
GRMZM2G569855	Zm00001ca016568
GRMZM2G109561	Zm00001ca016569
GRMZM2G109564	Zm00001ca016570
GRMZM2G109383	Zm00001ca016571
GRMZM2G150448	Zm00001ca016572
GRMZM2G090172	Zm00001ca016573
GRMZM2G090190	Zm00001ca016574
GRMZM2G113771	Zm00001ca016575
GRMZM2G149289	Zm00001ca016576
GRMZM2G149323	Zm00001ca016577
GRMZM2G149335	Zm00001ca016578
GRMZM2G149406	Zm00001ca016579
GRMZM2G114162	Zm00001ca016580
GRMZM2G114137	Zm00001ca016581
GRMZM2G011098	Zm00001ca016582
GRMZM2G011219	Zm00001ca016583
GRMZM2G089974	Zm00001ca016584
GRMZM2G177942	Zm00001ca016585
GRMZM2G177885	Zm00001ca016586
GRMZM2G177934	Zm00001ca016587
GRMZM2G029436	Zm00001ca016588
GRMZM2G162405	Zm00001ca016589
GRMZM2G162443	Zm00001ca016590
GRMZM2G123459	Zm00001ca016591
GRMZM2G068963	Zm00001ca016592
GRMZM2G068984	Zm00001ca016593
GRMZM2G063355	Zm00001ca016594
GRMZM2G363678	Zm00001ca016595
GRMZM2G024973	Zm00001ca016596
GRMZM2G024690	Zm00001ca016597
AC190734.2_FG003	Zm00001ca016598
GRMZM2G090435	Zm00001ca016599
GRMZM2G157147	Zm00001ca016600
GRMZM2G157166	Zm00001ca016601
GRMZM2G157172	Zm00001ca016602
GRMZM2G457881	Zm00001ca016603
GRMZM2G157202	Zm00001ca016604
GRMZM2G157210	Zm00001ca016605
GRMZM2G130927	Zm00001ca016606
AC210961.3_FG002	Zm00001ca016607
GRMZM2G452026	Zm00001ca016608
GRMZM2G402039	Zm00001ca016609
AC210961.3_FG005	Zm00001ca016610
GRMZM2G102475	Zm00001ca016611
GRMZM2G102598	Zm00001ca016612
GRMZM2G102601	Zm00001ca016613
GRMZM2G102616	Zm00001ca016614
GRMZM2G102692	Zm00001ca016615
GRMZM2G102711	Zm00001ca016616
GRMZM2G102754	Zm00001ca016617
GRMZM2G102760	Zm00001ca016618
AC206941.2_FG002	Zm00001ca016619
GRMZM5G832740	Zm00001ca016620
GRMZM2G300944	Zm00001ca016621
GRMZM5G845366	Zm00001ca016622
GRMZM2G300945	Zm00001ca016623
GRMZM2G026180	Zm00001ca016624
GRMZM2G026171	Zm00001ca016625
GRMZM2G026157	Zm00001ca016626
GRMZM2G141978	Zm00001ca016627
GRMZM2G327260	Zm00001ca016628
GRMZM2G111566	Zm00001ca016629
GRMZM2G111679	Zm00001ca016630
GRMZM2G412229	Zm00001ca016631
GRMZM2G111475	Zm00001ca016632
GRMZM2G301208	Zm00001ca016633
GRMZM2G367411	Zm00001ca016634
GRMZM5G813092	Zm00001ca016635
GRMZM2G073614	Zm00001ca016636
AC213463.3_FG006	Zm00001ca016637
AC213463.3_FG007	Zm00001ca016638
AC213463.3_FG009	Zm00001ca016639
GRMZM5G875999	Zm00001ca016640
AC213463.3_FG004	Zm00001ca016641
AC213463.3_FG002	Zm00001ca016642
GRMZM5G861357	Zm00001ca016643
GRMZM2G076276	Zm00001ca016644
GRMZM2G076524	Zm00001ca016645
GRMZM2G379348	Zm00001ca016646
GRMZM2G076634	Zm00001ca016647
GRMZM2G076676	Zm00001ca016648
GRMZM2G122251	Zm00001ca016649
GRMZM2G122274	Zm00001ca016650
GRMZM5G879607	Zm00001ca016651
GRMZM2G170338	Zm00001ca016652
GRMZM2G470671	Zm00001ca016653
GRMZM2G170362	Zm00001ca016654
GRMZM2G002754	Zm00001ca016655
GRMZM2G164131	Zm00001ca016656
GRMZM2G356465	Zm00001ca016657
GRMZM2G461948	Zm00001ca016658
GRMZM2G161242	Zm00001ca016659
GRMZM2G461936	Zm00001ca016660
GRMZM2G161222	Zm00001ca016661
GRMZM2G148130	Zm00001ca016662
GRMZM2G148098	Zm00001ca016663
GRMZM2G122185	Zm00001ca016664
GRMZM2G129083	Zm00001ca016665
GRMZM2G129140	Zm00001ca016666
GRMZM2G129150	Zm00001ca016667
GRMZM2G430685	Zm00001ca016668
GRMZM2G128986	Zm00001ca016669
GRMZM2G033489	Zm00001ca016670
GRMZM2G033612	Zm00001ca016671
GRMZM2G169440	Zm00001ca016672
GRMZM2G002225	Zm00001ca016673
GRMZM2G002260	Zm00001ca016674
AC208082.3_FG008	Zm00001ca016675
GRMZM2G166099	Zm00001ca016676
GRMZM2G166094	Zm00001ca016677
GRMZM2G166082	Zm00001ca016678
GRMZM2G165894	Zm00001ca016679
GRMZM2G165901	Zm00001ca016680
GRMZM2G035821	Zm00001ca016681
GRMZM6G709972	Zm00001ca016682
GRMZM5G802231	Zm00001ca016683
GRMZM2G403719	Zm00001ca016684
GRMZM2G010604	Zm00001ca016685
GRMZM5G858249	Zm00001ca016686
GRMZM5G811408	Zm00001ca016687
GRMZM5G871131	Zm00001ca016688
GRMZM2G075415	Zm00001ca016689
GRMZM2G134415	Zm00001ca016690
GRMZM2G017137	Zm00001ca016691
GRMZM2G113902	Zm00001ca016692
GRMZM2G015159	Zm00001ca016693
GRMZM2G016184	Zm00001ca016694
GRMZM2G085405	Zm00001ca016695
GRMZM2G006329	Zm00001ca016696
GRMZM2G006474	Zm00001ca016697
GRMZM2G383735	Zm00001ca016698
GRMZM2G082296	Zm00001ca016699
AC194402.2_FG003	Zm00001ca016700
GRMZM2G422581	Zm00001ca016701
GRMZM2G176723	Zm00001ca016702
GRMZM2G176748	Zm00001ca016703
GRMZM2G176688	Zm00001ca016704
GRMZM5G822180	Zm00001ca016705
GRMZM2G094900	Zm00001ca016706
AC194402.2_FG004	Zm00001ca016707
GRMZM2G553314	Zm00001ca016708
GRMZM2G010146	Zm00001ca016709
GRMZM2G311162	Zm00001ca016710
GRMZM2G010048	Zm00001ca016711
GRMZM2G066449	Zm00001ca016712
GRMZM2G066191	Zm00001ca016713
GRMZM5G839734	Zm00001ca016714
GRMZM2G112957	Zm00001ca016715
GRMZM2G035632	Zm00001ca016716
GRMZM2G332390	Zm00001ca016717
GRMZM2G454719	Zm00001ca016718
GRMZM5G869482	Zm00001ca016719
GRMZM2G420732	Zm00001ca016720
GRMZM5G814310	Zm00001ca016721
GRMZM2G079185	Zm00001ca016722
GRMZM5G849149	Zm00001ca016723
GRMZM2G079083	Zm00001ca016724
GRMZM2G379428	Zm00001ca016725
GRMZM5G897604	Zm00001ca016726
GRMZM2G100464	Zm00001ca016727
GRMZM2G100412	Zm00001ca016728
GRMZM2G161411	Zm00001ca016729
GRMZM2G161418	Zm00001ca016730
GRMZM2G161668	Zm00001ca016731
AC184857.2_FG006	Zm00001ca016732
GRMZM2G078566	Zm00001ca016733
GRMZM2G078612	Zm00001ca016734
GRMZM2G340578	Zm00001ca016735
GRMZM2G038801	Zm00001ca016736
GRMZM2G037146	Zm00001ca016737
AC191676.3_FG011	Zm00001ca016738
GRMZM2G112149	Zm00001ca016739
GRMZM2G112366	Zm00001ca016740
GRMZM2G148721	Zm00001ca016741
GRMZM2G448511	Zm00001ca016742
GRMZM2G157389	Zm00001ca016743
GRMZM5G869564	Zm00001ca016744
GRMZM2G065194	Zm00001ca016745
GRMZM2G364373	Zm00001ca016746
GRMZM2G007810	Zm00001ca016747
AC197122.3_FG003	Zm00001ca016748
AC217550.3_FG006	Zm00001ca016749
GRMZM2G100246	Zm00001ca016750
GRMZM2G064852	Zm00001ca016751
GRMZM2G136889	Zm00001ca016752
GRMZM2G439195	Zm00001ca016753
AC233885.1_FG001	Zm00001ca016754
GRMZM5G883855	Zm00001ca016755
AC233885.1_FG002	Zm00001ca016756
GRMZM2G074124	Zm00001ca016757
GRMZM2G157310	Zm00001ca016758
GRMZM2G134957	Zm00001ca016759
GRMZM2G134980	Zm00001ca016760
GRMZM2G374282	Zm00001ca016761
GRMZM2G373040	Zm00001ca016762
AC211276.4_FG008	Zm00001ca016763
GRMZM2G166109	Zm00001ca016764
GRMZM2G165488	Zm00001ca016765
GRMZM2G330565	Zm00001ca016766
AC194338.3_FG008	Zm00001ca016767
GRMZM2G120410	Zm00001ca016768
GRMZM2G148539	Zm00001ca016769
GRMZM5G895064	Zm00001ca016770
AC190614.3_FG004	Zm00001ca016771
GRMZM2G084891	Zm00001ca016772
GRMZM2G077828	Zm00001ca016773
GRMZM5G838285	Zm00001ca016774
GRMZM2G018943	Zm00001ca016775
GRMZM2G019207	Zm00001ca016776
GRMZM2G095239	Zm00001ca016777
GRMZM5G885289	Zm00001ca016778
GRMZM2G338693	Zm00001ca016779
GRMZM2G110421	Zm00001ca016780
GRMZM2G110423	Zm00001ca016781
GRMZM2G417222	Zm00001ca016782
GRMZM2G417223	Zm00001ca016783
GRMZM5G880069	Zm00001ca016784
GRMZM2G023347	Zm00001ca016785
GRMZM2G128421	Zm00001ca016786
GRMZM2G128432	Zm00001ca016787
GRMZM2G128454	Zm00001ca016788
GRMZM2G078178	Zm00001ca016789
GRMZM5G826465	Zm00001ca016790
GRMZM2G438253	Zm00001ca016791
GRMZM2G046676	Zm00001ca016792
AC194158.3_FG005	Zm00001ca016793
GRMZM2G320606	Zm00001ca016794
GRMZM2G097364	Zm00001ca016795
GRMZM5G834833	Zm00001ca016796
GRMZM2G446454	Zm00001ca016797
GRMZM2G146599	Zm00001ca016798
GRMZM2G320754	Zm00001ca016799
GRMZM2G019956	Zm00001ca016800
GRMZM2G061292	Zm00001ca016801
GRMZM2G060940	Zm00001ca016802
GRMZM2G130076	Zm00001ca016803
GRMZM2G377194	Zm00001ca016804
GRMZM2G078204	Zm00001ca016805
GRMZM2G067306	Zm00001ca016806
GRMZM2G362627	Zm00001ca016807
GRMZM2G362631	Zm00001ca016808
GRMZM2G059549	Zm00001ca016809
GRMZM2G066867	Zm00001ca016810
GRMZM2G066996	Zm00001ca016811
GRMZM2G161491	Zm00001ca016812
GRMZM2G048281	Zm00001ca016813
GRMZM2G048363	Zm00001ca016814
GRMZM2G400281	Zm00001ca016815
GRMZM2G542454	Zm00001ca016816
GRMZM2G363437	Zm00001ca016817
AC202561.3_FG007	Zm00001ca016818
GRMZM2G044900	Zm00001ca016819
GRMZM2G152764	Zm00001ca016820
GRMZM2G452935	Zm00001ca016821
GRMZM2G138572	Zm00001ca016822
GRMZM2G087326	Zm00001ca016823
GRMZM2G388576	Zm00001ca016824
GRMZM2G178351	Zm00001ca016825
GRMZM2G045192	Zm00001ca016826
GRMZM2G045462	Zm00001ca016827
GRMZM2G375984	Zm00001ca016828
GRMZM2G074898	Zm00001ca016829
GRMZM2G074871	Zm00001ca016830
GRMZM2G375947	Zm00001ca016831
GRMZM2G074835	Zm00001ca016832
AC210883.4_FG003	Zm00001ca016833
GRMZM2G081221	Zm00001ca016834
GRMZM2G105518	Zm00001ca016835
GRMZM2G403149	Zm00001ca016836
GRMZM2G403218	Zm00001ca016837
GRMZM2G333140	Zm00001ca016838
GRMZM2G087233	Zm00001ca016839
GRMZM2G088005	Zm00001ca016840
GRMZM2G386714	Zm00001ca016841
GRMZM2G086904	Zm00001ca016842
GRMZM2G087165	Zm00001ca016843
GRMZM2G086763	Zm00001ca016844
GRMZM2G178753	Zm00001ca016845
GRMZM2G178767	Zm00001ca016846
GRMZM2G425910	Zm00001ca016847
GRMZM2G124791	Zm00001ca016848
GRMZM2G124863	Zm00001ca016849
GRMZM2G124918	Zm00001ca016850
GRMZM2G124938	Zm00001ca016851
GRMZM2G095244	Zm00001ca016852
GRMZM5G853066	Zm00001ca016853
GRMZM2G001772	Zm00001ca016854
GRMZM2G001724	Zm00001ca016855
GRMZM2G301405	Zm00001ca016856
GRMZM2G001631	Zm00001ca016857
GRMZM2G153627	Zm00001ca016858
GRMZM2G156748	Zm00001ca016859
GRMZM2G062470	Zm00001ca016860
GRMZM2G070523	Zm00001ca016861
GRMZM2G701395	Zm00001ca016862
AC217056.3_FG001	Zm00001ca016863
GRMZM2G545615	Zm00001ca016864
GRMZM5G809659	Zm00001ca016865
zma-MIR171m	Zm00001ca016866
zma-MIR171m	Zm00001ca016867
zma-MIR171m	Zm00001ca016868
GRMZM2G080231	Zm00001ca016869
GRMZM2G170116	Zm00001ca016870
GRMZM2G170128	Zm00001ca016871
GRMZM2G048150	Zm00001ca016872
GRMZM2G070113	Zm00001ca016873
GRMZM2G002874	Zm00001ca016874
GRMZM2G090576	Zm00001ca016875
GRMZM2G090642	Zm00001ca016876
GRMZM2G090669	Zm00001ca016877
GRMZM2G011156	Zm00001ca016878
GRMZM2G132007	Zm00001ca016879
GRMZM2G132036	Zm00001ca016880
GRMZM2G132090	Zm00001ca016881
GRMZM2G041048	Zm00001ca016882
GRMZM2G337330	Zm00001ca016883
GRMZM2G024054	Zm00001ca016884
GRMZM2G023982	Zm00001ca016885
AC209332.3_FG011	Zm00001ca016886
GRMZM2G146041	Zm00001ca016887
AC203048.3_FG001	Zm00001ca016888
GRMZM2G312974	Zm00001ca016889
GRMZM5G871425	Zm00001ca016890
GRMZM5G823318	Zm00001ca016891
GRMZM5G851862	Zm00001ca016892
GRMZM5G819464	Zm00001ca016893
GRMZM2G413544	Zm00001ca016894
GRMZM5G847767	Zm00001ca016895
GRMZM2G463640	Zm00001ca016896
GRMZM2G073934	Zm00001ca016897
GRMZM2G074169	Zm00001ca016898
GRMZM2G074314	Zm00001ca016899
GRMZM2G074416	Zm00001ca016900
GRMZM2G701400	Zm00001ca016901
GRMZM2G153815	Zm00001ca016902
GRMZM2G344573	Zm00001ca016903
GRMZM2G078097	Zm00001ca016904
AC209835.4_FG004	Zm00001ca016905
GRMZM2G022130	Zm00001ca016906
GRMZM2G096372	Zm00001ca016907
GRMZM5G880751	Zm00001ca016908
zma-MIR166d	Zm00001ca016909
zma-MIR166d	Zm00001ca016910
zma-MIR166d	Zm00001ca016911
GRMZM2G059013	Zm00001ca016912
GRMZM2G414159	Zm00001ca016913
GRMZM2G063632	Zm00001ca016914
GRMZM2G582893	Zm00001ca016915
GRMZM2G466938	Zm00001ca016916
GRMZM2G166644	Zm00001ca016917
GRMZM2G166719	Zm00001ca016918
GRMZM5G869246	Zm00001ca016919
GRMZM2G002859	Zm00001ca016920
GRMZM2G161506	Zm00001ca016921
GRMZM2G100158	Zm00001ca016922
GRMZM2G078379	Zm00001ca016923
GRMZM2G082502	Zm00001ca016924
GRMZM2G138245	Zm00001ca016925
GRMZM2G113135	Zm00001ca016926
GRMZM2G030169	Zm00001ca016927
GRMZM5G821869	Zm00001ca016928
GRMZM2G330751	Zm00001ca016929
GRMZM2G330757	Zm00001ca016930
GRMZM2G024345	Zm00001ca016931
GRMZM2G486933	Zm00001ca016932
GRMZM2G339562	Zm00001ca016933
GRMZM2G443138	Zm00001ca016934
GRMZM2G026800	Zm00001ca016935
GRMZM2G026892	Zm00001ca016936
GRMZM2G060349	Zm00001ca016937
GRMZM2G122199	Zm00001ca016938
GRMZM5G816015	Zm00001ca016939
GRMZM5G837364	Zm00001ca016940
GRMZM2G422539	Zm00001ca016941
GRMZM2G074543	Zm00001ca016942
GRMZM2G018695	Zm00001ca016943
GRMZM2G462719	Zm00001ca016944
GRMZM5G812253	Zm00001ca016945
AC202396.4_FG010	Zm00001ca016946
GRMZM2G376743	Zm00001ca016947
GRMZM2G086450	Zm00001ca016948
GRMZM2G387360	Zm00001ca016949
GRMZM2G086237	Zm00001ca016950
GRMZM2G387341	Zm00001ca016951
GRMZM2G085747	Zm00001ca016952
GRMZM2G086116	Zm00001ca016953
GRMZM2G088358	Zm00001ca016954
GRMZM2G107402	Zm00001ca016955
GRMZM2G107444	Zm00001ca016956
AC196432.3_FG007	Zm00001ca016957
GRMZM2G436707	Zm00001ca016958
GRMZM2G436710	Zm00001ca016959
GRMZM2G050309	Zm00001ca016960
GRMZM2G135940	Zm00001ca016961
GRMZM2G090693	Zm00001ca016962
GRMZM2G090736	Zm00001ca016963
GRMZM2G074239	Zm00001ca016964
GRMZM2G392823	Zm00001ca016965
GRMZM2G032648	Zm00001ca016966
GRMZM2G032910	Zm00001ca016967
GRMZM2G033926	Zm00001ca016968
GRMZM2G034276	Zm00001ca016969
GRMZM2G338853	Zm00001ca016970
GRMZM2G073351	Zm00001ca016971
GRMZM2G374385	Zm00001ca016972
GRMZM2G073017	Zm00001ca016973
GRMZM2G073034	Zm00001ca016974
GRMZM2G073109	Zm00001ca016975
GRMZM2G073114	Zm00001ca016976
GRMZM2G105987	Zm00001ca016977
GRMZM2G404920	Zm00001ca016978
GRMZM2G432697	Zm00001ca016979
GRMZM2G039370	Zm00001ca016980
GRMZM2G142266	Zm00001ca016981
GRMZM2G005199	Zm00001ca016982
GRMZM2G305093	Zm00001ca016983
GRMZM2G305446	Zm00001ca016984
GRMZM2G035779	Zm00001ca016985
GRMZM2G020098	Zm00001ca016986
GRMZM2G177314	Zm00001ca016987
GRMZM2G120933	Zm00001ca016988
GRMZM2G120973	Zm00001ca016989
GRMZM2G168855	Zm00001ca016990
GRMZM2G039542	Zm00001ca016991
GRMZM2G139583	Zm00001ca016992
GRMZM2G022244	Zm00001ca016993
GRMZM2G326064	Zm00001ca016994
GRMZM2G022175	Zm00001ca016995
GRMZM2G304235	Zm00001ca016996
GRMZM2G313347	Zm00001ca016997
GRMZM2G006246	Zm00001ca016998
GRMZM2G163374	Zm00001ca016999
GRMZM2G163378	Zm00001ca017000
GRMZM2G013082	Zm00001ca017001
GRMZM2G428356	Zm00001ca017002
GRMZM2G048435	Zm00001ca017003
GRMZM2G048559	Zm00001ca017004
GRMZM2G173978	Zm00001ca017005
GRMZM2G174140	Zm00001ca017006
GRMZM2G477683	Zm00001ca017007
GRMZM2G477688	Zm00001ca017008
GRMZM2G477694	Zm00001ca017009
GRMZM2G162544	Zm00001ca017010
GRMZM2G117963	Zm00001ca017011
GRMZM2G174145	Zm00001ca017012
GRMZM2G341036	Zm00001ca017013
GRMZM2G102862	Zm00001ca017014
GRMZM2G001887	Zm00001ca017015
GRMZM5G892700	Zm00001ca017016
GRMZM5G800835	Zm00001ca017017
GRMZM2G079343	Zm00001ca017018
GRMZM5G864239	Zm00001ca017019
GRMZM2G105065	Zm00001ca017020
GRMZM2G405090	Zm00001ca017021
GRMZM2G159399	Zm00001ca017022
GRMZM5G868641	Zm00001ca017023
GRMZM2G462081	Zm00001ca017024
GRMZM2G100360	Zm00001ca017025
GRMZM5G873681	Zm00001ca017026
GRMZM2G068566	Zm00001ca017027
GRMZM2G369939	Zm00001ca017028
GRMZM5G840703	Zm00001ca017029
GRMZM5G841419	Zm00001ca017030
AC233894.1_FG005	Zm00001ca017031
GRMZM2G125659	Zm00001ca017032
GRMZM2G370302	Zm00001ca017033
GRMZM2G138744	Zm00001ca017034
AC210169.3_FG002	Zm00001ca017035
GRMZM2G438755	Zm00001ca017036
GRMZM5G813047	Zm00001ca017037
GRMZM2G018336	Zm00001ca017038
GRMZM2G104254	Zm00001ca017039
GRMZM2G067764	Zm00001ca017040
GRMZM2G368755	Zm00001ca017041
GRMZM2G311883	Zm00001ca017042
GRMZM5G854036	Zm00001ca017043
GRMZM2G034385	Zm00001ca017044
GRMZM2G158179	Zm00001ca017045
GRMZM2G158277	Zm00001ca017046
GRMZM2G154447	Zm00001ca017047
GRMZM2G701431	Zm00001ca017048
GRMZM2G008972	Zm00001ca017049
GRMZM2G037926	Zm00001ca017050
GRMZM2G019006	Zm00001ca017051
GRMZM2G066578	Zm00001ca017052
GRMZM2G066735	Zm00001ca017053
GRMZM2G386952	Zm00001ca017054
AC214484.3_FG003	Zm00001ca017055
GRMZM2G167505	Zm00001ca017056
GRMZM5G865298	Zm00001ca017057
GRMZM2G412373	Zm00001ca017058
GRMZM2G112309	Zm00001ca017059
GRMZM2G022019	Zm00001ca017060
GRMZM2G021973	Zm00001ca017061
GRMZM2G041424	Zm00001ca017062
GRMZM2G053485	Zm00001ca017063
GRMZM2G390804	Zm00001ca017064
GRMZM2G123480	Zm00001ca017065
GRMZM2G123492	Zm00001ca017066
GRMZM2G123495	Zm00001ca017067
GRMZM2G123550	Zm00001ca017068
GRMZM2G324540	Zm00001ca017069
GRMZM2G027135	Zm00001ca017070
GRMZM2G027232	Zm00001ca017071
GRMZM2G027107	Zm00001ca017072
GRMZM2G025833	Zm00001ca017073
GRMZM2G026216	Zm00001ca017074
GRMZM2G330684	Zm00001ca017075
GRMZM2G058345	Zm00001ca017076
GRMZM2G412304	Zm00001ca017077
GRMZM2G111477	Zm00001ca017078
GRMZM2G111537	Zm00001ca017079
GRMZM2G458208	Zm00001ca017080
GRMZM2G139066	Zm00001ca017081
GRMZM2G132595	Zm00001ca017082
GRMZM2G110201	Zm00001ca017083
GRMZM2G102639	Zm00001ca017084
GRMZM2G075051	Zm00001ca017085
GRMZM2G454334	Zm00001ca017086
GRMZM2G154954	Zm00001ca017087
GRMZM2G144044	Zm00001ca017088
GRMZM2G347174	Zm00001ca017089
GRMZM2G456853	Zm00001ca017090
GRMZM2G146374	Zm00001ca017091
GRMZM2G571251	Zm00001ca017092
GRMZM2G146446	Zm00001ca017093
GRMZM2G130580	Zm00001ca017094
GRMZM2G015861	Zm00001ca017095
GRMZM2G024871	Zm00001ca017096
GRMZM2G326707	Zm00001ca017097
GRMZM2G046438	Zm00001ca017098
GRMZM2G122654	Zm00001ca017099
GRMZM2G134862	Zm00001ca017100
GRMZM2G134947	Zm00001ca017101
AC233949.1_FG004	Zm00001ca017102
GRMZM2G337048	Zm00001ca017103
GRMZM2G701448	Zm00001ca017104
GRMZM2G089873	Zm00001ca017105
GRMZM2G079417	Zm00001ca017106
GRMZM2G381453	Zm00001ca017107
GRMZM2G139028	Zm00001ca017108
GRMZM2G139024	Zm00001ca017109
AC206898.3_FG006	Zm00001ca017110
GRMZM2G082906	Zm00001ca017111
GRMZM2G067591	Zm00001ca017112
GRMZM2G071589	Zm00001ca017113
GRMZM2G135513	Zm00001ca017114
GRMZM2G068149	Zm00001ca017115
GRMZM2G133891	Zm00001ca017116
GRMZM2G133895	Zm00001ca017117
GRMZM2G465723	Zm00001ca017118
GRMZM2G465728	Zm00001ca017119
GRMZM2G126972	Zm00001ca017120
GRMZM2G126988	Zm00001ca017121
GRMZM2G434910	Zm00001ca017122
GRMZM2G042061	Zm00001ca017123
GRMZM2G042136	Zm00001ca017124
GRMZM2G012030	Zm00001ca017125
GRMZM5G823750	Zm00001ca017126
GRMZM2G313649	Zm00001ca017127
GRMZM2G115578	Zm00001ca017128
GRMZM2G168240	Zm00001ca017129
GRMZM2G701452	Zm00001ca017130
GRMZM2G418005	Zm00001ca017131
GRMZM2G418031	Zm00001ca017132
GRMZM2G144420	Zm00001ca017133
GRMZM2G137694	Zm00001ca017134
GRMZM5G816135	Zm00001ca017135
GRMZM2G046021	Zm00001ca017136
GRMZM2G081500	Zm00001ca017137
GRMZM5G889250	Zm00001ca017138
GRMZM2G081504	Zm00001ca017139
AC202040.4_FG002	Zm00001ca017140
GRMZM2G075150	Zm00001ca017141
GRMZM2G075077	Zm00001ca017142
GRMZM2G075039	Zm00001ca017143
GRMZM2G466835	Zm00001ca017144
GRMZM2G168506	Zm00001ca017145
GRMZM5G829516	Zm00001ca017146
GRMZM2G460793	Zm00001ca017147
GRMZM5G813903	Zm00001ca017148
GRMZM2G043509	Zm00001ca017149
GRMZM5G865576	Zm00001ca017150
GRMZM2G390432	Zm00001ca017151
GRMZM2G134903	Zm00001ca017152
GRMZM2G120579	Zm00001ca017153
GRMZM6G684317	Zm00001ca017154
GRMZM2G066291	Zm00001ca017155
GRMZM2G138583	Zm00001ca017156
GRMZM2G015418	Zm00001ca017157
GRMZM5G879737	Zm00001ca017158
GRMZM2G084021	Zm00001ca017159
GRMZM5G803812	Zm00001ca017160
GRMZM5G821006	Zm00001ca017161
GRMZM5G814808	Zm00001ca017162
GRMZM2G133401	Zm00001ca017163
GRMZM2G017805	Zm00001ca017164
GRMZM2G018082	Zm00001ca017165
GRMZM2G176390	Zm00001ca017166
GRMZM2G037420	Zm00001ca017167
GRMZM2G366638	Zm00001ca017168
GRMZM2G701459	Zm00001ca017169
GRMZM2G701461	Zm00001ca017170
GRMZM5G842165	Zm00001ca017171
GRMZM2G364320	Zm00001ca017172
GRMZM2G065268	Zm00001ca017173
GRMZM2G396070	Zm00001ca017174
GRMZM2G094999	Zm00001ca017175
GRMZM2G043182	Zm00001ca017176
GRMZM2G110473	Zm00001ca017177
GRMZM2G040182	Zm00001ca017178
GRMZM2G133743	Zm00001ca017179
GRMZM2G143599	Zm00001ca017180
GRMZM2G325208	Zm00001ca017181
AC211332.4_FG005	Zm00001ca017182
GRMZM2G110976	Zm00001ca017183
GRMZM2G110968	Zm00001ca017184
GRMZM2G087827	Zm00001ca017185
GRMZM2G051174	Zm00001ca017186
GRMZM2G064775	Zm00001ca017187
AC197764.4_FG003	Zm00001ca017188
GRMZM2G351423	Zm00001ca017189
GRMZM2G173596	Zm00001ca017190
GRMZM5G881846	Zm00001ca017191
GRMZM2G064390	Zm00001ca017192
GRMZM2G064370	Zm00001ca017193
GRMZM2G087893	Zm00001ca017194
GRMZM2G087944	Zm00001ca017195
GRMZM2G088018	Zm00001ca017196
GRMZM2G088028	Zm00001ca017197
GRMZM2G088064	Zm00001ca017198
GRMZM2G088243	Zm00001ca017199
GRMZM2G088348	Zm00001ca017200
GRMZM2G088415	Zm00001ca017201
GRMZM2G383472	Zm00001ca017202
GRMZM2G357152	Zm00001ca017203
GRMZM2G096228	Zm00001ca017204
GRMZM2G042208	Zm00001ca017205
GRMZM2G083453	Zm00001ca017206
GRMZM5G856012	Zm00001ca017207
GRMZM2G107152	Zm00001ca017208
GRMZM5G838902	Zm00001ca017209
GRMZM2G152853	Zm00001ca017210
GRMZM5G835721	Zm00001ca017211
AC212000.3_FG001	Zm00001ca017212
GRMZM2G122805	Zm00001ca017213
GRMZM2G086202	Zm00001ca017214
AC217556.3_FG003	Zm00001ca017215
GRMZM2G474555	Zm00001ca017216
GRMZM2G005260	Zm00001ca017217
GRMZM5G869762	Zm00001ca017218
GRMZM2G432926	Zm00001ca017219
GRMZM2G341747	Zm00001ca017220
AC186309.3_FG002	Zm00001ca017221
AC186309.3_FG006	Zm00001ca017222
GRMZM2G018558	Zm00001ca017223
GRMZM2G071087	Zm00001ca017224
GRMZM6G655718	Zm00001ca017225
GRMZM2G377341	Zm00001ca017226
GRMZM2G158252	Zm00001ca017227
GRMZM2G136901	Zm00001ca017228
GRMZM2G436064	Zm00001ca017229
GRMZM2G303631	Zm00001ca017230
AC194219.3_FG002	Zm00001ca017231
GRMZM2G074804	Zm00001ca017232
GRMZM2G111238	Zm00001ca017233
GRMZM5G809978	Zm00001ca017234
GRMZM2G390678	Zm00001ca017235
GRMZM2G151616	Zm00001ca017236
GRMZM2G151589	Zm00001ca017237
GRMZM2G095090	Zm00001ca017238
GRMZM2G095094	Zm00001ca017239
GRMZM2G094599	Zm00001ca017240
GRMZM2G094632	Zm00001ca017241
GRMZM2G094543	Zm00001ca017242
GRMZM2G439951	Zm00001ca017243
AC217560.3_FG001	Zm00001ca017244
GRMZM2G464011	Zm00001ca017245
GRMZM2G001191	Zm00001ca017246
GRMZM2G048205	Zm00001ca017247
GRMZM2G048549	Zm00001ca017248
GRMZM2G012209	Zm00001ca017249
GRMZM2G012926	Zm00001ca017250
GRMZM2G012933	Zm00001ca017251
GRMZM2G012958	Zm00001ca017252
GRMZM2G013196	Zm00001ca017253
GRMZM2G134629	Zm00001ca017254
GRMZM2G435497	Zm00001ca017255
GRMZM2G134597	Zm00001ca017256
GRMZM2G014180	Zm00001ca017257
GRMZM2G016878	Zm00001ca017258
GRMZM2G151195	Zm00001ca017259
GRMZM2G450327	Zm00001ca017260
GRMZM2G150893	Zm00001ca017261
GRMZM2G113592	Zm00001ca017262
GRMZM2G350626	Zm00001ca017263
AC234522.1_FG009	Zm00001ca017264
